Date,equity
2009-03-14,700600.0920204836
2009-03-15,700600.0920204836
2009-03-16,696191.2660428287
2009-03-17,723197.9876746733
2009-03-18,741486.6716696572
2009-03-19,733791.5429195035
2009-03-20,715275.8242444127
2009-03-21,715275.8242444127
2009-03-22,715275.8242444127
2009-03-23,766445.0414117285
2009-03-24,758345.8649584138
2009-03-25,764128.6119304778
2009-03-26,802227.2671071714
2009-03-27,783991.180748757
2009-03-28,783991.180748757
2009-03-29,783991.180748757
2009-03-30,752771.5624857288
2009-03-31,752014.0957649233
2009-04-01,762585.143480542
2009-04-02,781620.8954920524
2009-04-03,787334.7807141006
2009-04-04,787334.7807141006
2009-04-05,787334.7807141006
2009-04-06,780544.9504171348
2009-04-07,766794.4661424392
2009-04-08,774684.3855304029
2009-04-09,782480.3786474438
2009-04-10,782480.3786474438
2009-04-11,782480.3786474438
2009-04-12,782480.3786474438
2009-04-13,775496.9034191365
2009-04-14,767904.9775985918
2009-04-15,775229.5351244321
2009-04-16,781703.3279102836
2009-04-17,785655.6240514567
2009-04-18,785655.6240514567
2009-04-19,785655.6240514567
2009-04-20,764912.3425627163
2009-04-21,773436.3647281404
2009-04-22,764569.9879066533
2009-04-23,770231.2489782647
2009-04-24,776212.0520309651
2009-04-25,776212.0520309651
2009-04-26,776212.0520309651
2009-04-27,774726.6917513962
2009-04-28,777503.1680890463
2009-04-29,790868.6267079669
2009-04-30,798271.4969443348
2009-05-01,800788.4228085887
2009-05-02,800788.4228085887
2009-05-03,800788.4228085887
2009-05-04,826847.1350205864
2009-05-05,827948.0893202161
2009-05-06,838814.0275210333
2009-05-07,821102.2380124491
2009-05-08,842205.3273089536
2009-05-09,842205.3273089536
2009-05-10,842205.3273089536
2009-05-11,822294.9132654583
2009-05-12,809066.6235641874
2009-05-13,778186.9858675415
2009-05-14,781589.79905344
2009-05-15,778963.7180953367
2009-05-16,778963.7180953367
2009-05-17,778963.7180953367
2009-05-18,812440.3819758764
2009-05-19,807810.1564060523
2009-05-20,803804.8789760028
2009-05-21,782145.9706588163
2009-05-22,784910.2720069118
2009-05-23,784910.2720069118
2009-05-24,784910.2720069118
2009-05-25,784910.2720069118
2009-05-26,812413.7248968685
2009-05-27,790346.6182934184
2009-05-28,792604.5640986033
2009-05-29,808791.2981815359
2009-05-30,808791.2981815359
2009-05-31,807982.5068833544
2009-06-01,831768.1742990975
2009-06-02,835010.1988209242
2009-06-03,816079.4305970363
2009-06-04,831187.8933665174
2009-06-05,829357.3299423879
2009-06-06,829357.3299423879
2009-06-07,829357.3299423879
2009-06-08,824762.0696722092
2009-06-09,833946.5374849889
2009-06-10,835533.9055739252
2009-06-11,842962.0141521742
2009-06-12,837501.0826765493
2009-06-13,837501.0826765493
2009-06-14,837501.0826765493
2009-06-15,819124.0055549527
2009-06-16,802904.9355978564
2009-06-17,800569.5457427405
2009-06-18,802176.87395144
2009-06-19,806192.9804451802
2009-06-20,806192.9804451802
2009-06-21,806192.9804451802
2009-06-22,775772.365396664
2009-06-23,781007.0415883142
2009-06-24,790422.9362900292
2009-06-25,804582.5498728544
2009-06-26,803296.6730673929
2009-06-27,803296.6730673929
2009-06-28,803296.6730673929
2009-06-29,811076.9049004581
2009-06-30,804522.9168436335
2009-07-01,812757.0435849042
2009-07-02,788438.4504893142
